Customer Name-1,Row ID,Order ID,Customer ID,Product ID,Product Name,Customer Name,Country,State,City,Postal Code,Order Date,Ship Date,Ship Mode,Segment,Category,Sub-Category,Sales,Quantity,Profit,Discount,Region,Manufacturer,Return Reason,ï»¿Row ID
C Arnold,2963,CA-2018-137428,AY-10555,FUR-CH-10002774,"Global Deluxe Stacking Chair, Gray",Andy Yotov,United States,CA,Oceanside,92054,16-12-2018,21-12-2018,Second Class,Corporate,Furniture,Chairs,81.567999999999998,2,9.1764,0.20000000000000001,West,Global,Customer found cheaper item elsewhere,
C Arnold,2963,CA-2018-137428,AY-10555,FUR-CH-10002774,"Global Deluxe Stacking Chair, Gray",Andy Yotov,United States,CA,Oceanside,92054,16-12-2018,21-12-2018,Second Class,Corporate,Furniture,Chairs,81.567999999999998,2,9.1764,0.20000000000000001,West,Global,Customer found cheaper item elsewhere,
C Arnold,2963,CA-2018-137428,AY-10555,FUR-CH-10002774,"Global Deluxe Stacking Chair, Gray",Andy Yotov,United States,CA,Oceanside,92054,16-12-2018,21-12-2018,Second Class,Corporate,Furniture,Chairs,81.567999999999998,2,9.1764,0.20000000000000001,West,Global,Customer found cheaper item elsewhere,
K Lawrence,5792,CA-2018-140186,PG-18820,FUR-CH-10002961,"Leather Task Chair, Black",Patrick Gardner,United States,CA,Bakersfield,93309,29-09-2018,02-10-2018,First Class,Consumer,Furniture,Chairs,72.784000000000006,1,0,0.20000000000000001,West,Other,Leather was torn in back,
K Lawrence,5792,CA-2018-140186,PG-18820,FUR-CH-10002961,"Leather Task Chair, Black",Patrick Gardner,United States,CA,Bakersfield,93309,29-09-2018,02-10-2018,First Class,Consumer,Furniture,Chairs,72.784000000000006,1,0,0.20000000000000001,West,Other,Leather was torn in back,
K Lawrence,5792,CA-2018-140186,PG-18820,FUR-CH-10002961,"Leather Task Chair, Black",Patrick Gardner,United States,CA,Bakersfield,93309,29-09-2018,02-10-2018,First Class,Consumer,Furniture,Chairs,72.784000000000006,1,0,0.20000000000000001,West,Other,Leather was torn in back,
K Lawrence,5792,CA-2018-140186,PG-18820,FUR-CH-10002961,"Leather Task Chair, Black",Patrick Gardner,United States,CA,Bakersfield,93309,29-09-2018,02-10-2018,First Class,Consumer,Furniture,Chairs,72.784000000000006,1,0,0.20000000000000001,West,Other,Leather was torn in back,
K Lawrence,5792,CA-2018-140186,PG-18820,FUR-CH-10002961,"Leather Task Chair, Black",Patrick Gardner,United States,CA,Bakersfield,93309,29-09-2018,02-10-2018,First Class,Consumer,Furniture,Chairs,72.784000000000006,1,0,0.20000000000000001,West,Other,Leather was torn in back,
R Duchesne,487,CA-2018-140963,MT-18070,TEC-PH-10001924,iHome FM Clock Radio with Lightning Dock,Michelle Tran,United States,CA,Los Angeles,90045,10-06-2018,13-06-2018,First Class,Home Office,Technology,Phones,279.95999999999998,5,17.4975,0.20000000000000001,West,Other,Power cord not shipped with item,
R Duchesne,487,CA-2018-140963,MT-18070,TEC-PH-10001924,iHome FM Clock Radio with Lightning Dock,Michelle Tran,United States,CA,Los Angeles,90045,10-06-2018,13-06-2018,First Class,Home Office,Technology,Phones,279.95999999999998,5,17.4975,0.20000000000000001,West,Other,Power cord not shipped with item,
R Duchesne,487,CA-2018-140963,MT-18070,TEC-PH-10001924,iHome FM Clock Radio with Lightning Dock,Michelle Tran,United States,CA,Los Angeles,90045,10-06-2018,13-06-2018,First Class,Home Office,Technology,Phones,279.95999999999998,5,17.4975,0.20000000000000001,West,Other,Power cord not shipped with item,
L Jenkins,5651,CA-2018-142342,AJ-10795,OFF-ST-10002957,Sterilite Show Offs Storage Containers,Anthony Johnson,United States,CA,Apple Valley,92307,17-07-2018,19-07-2018,Second Class,Corporate,Office Supplies,Storage,10.56,2,0,0,West,Sterilite,Customer found cheaper item at other website,
L Jenkins,5651,CA-2018-142342,AJ-10795,OFF-ST-10002957,Sterilite Show Offs Storage Containers,Anthony Johnson,United States,CA,Apple Valley,92307,17-07-2018,19-07-2018,Second Class,Corporate,Office Supplies,Storage,10.56,2,0,0,West,Sterilite,Customer found cheaper item at other website,
L Jenkins,5651,CA-2018-142342,AJ-10795,OFF-ST-10002957,Sterilite Show Offs Storage Containers,Anthony Johnson,United States,CA,Apple Valley,92307,17-07-2018,19-07-2018,Second Class,Corporate,Office Supplies,Storage,10.56,2,0,0,West,Sterilite,Customer found cheaper item at other website,
L Jenkins,5651,CA-2018-142342,AJ-10795,OFF-ST-10002957,Sterilite Show Offs Storage Containers,Anthony Johnson,United States,CA,Apple Valley,92307,17-07-2018,19-07-2018,Second Class,Corporate,Office Supplies,Storage,10.56,2,0,0,West,Sterilite,Customer found cheaper item at other website,
L Jenkins,6125,CA-2018-145772,SS-20140,TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,Saphhira Shifley,United States,CA,Los Angeles,90036,03-06-2018,07-06-2018,Standard Class,Corporate,Technology,Accessories,44.75,5,8.502500000,0,West,Kingston,appeared to be corrupt,
L Jenkins,6125,CA-2018-145772,SS-20140,TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,Saphhira Shifley,United States,CA,Los Angeles,90036,03-06-2018,07-06-2018,Standard Class,Corporate,Technology,Accessories,44.75,5,8.502500000,0,West,Kingston,appeared to be corrupt,
L Jenkins,6125,CA-2018-145772,SS-20140,TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,Saphhira Shifley,United States,CA,Los Angeles,90036,03-06-2018,07-06-2018,Standard Class,Corporate,Technology,Accessories,44.75,5,8.502500000,0,West,Kingston,appeared to be corrupt,
M Gomez,7183,CA-2018-150609,NZ-18565,OFF-BI-10002071,Fellowes Black Plastic Comb Bindings,Nick Zandusky,United States,CA,Los Angeles,90032,30-04-2018,04-05-2018,Standard Class,Home Office,Office Supplies,Binders,23.239999999999998,5,7.553,0.20000000000000001,West,Fellowes,customer found cheaper item at online discount store,
R. Chen,7214,CA-2018-154949,MC-17275,OFF-LA-10002034,Avery 478,Marc Crier,United States,CA,Camarillo,93010,15-10-2018,19-10-2018,Standard Class,Consumer,Office Supplies,Labels,14.73,3,7.2177,0,West,Avery,Customer ordered wrong label size for printer.,
L. Jenkins,6319,CA-2018-161459,EB-13750,TEC-PH-10004071,PayAnywhere Card Reader,Edward Becker,United States,CA,Laguna Niguel,92677,25-11-2018,29-11-2018,Second Class,Corporate,Technology,Phones,39.960000000000001,5,3.4965,0.20000000000000001,West,Other,didn't realize that it couldn't work offline,
L. Jenkins,6319,CA-2018-161459,EB-13750,TEC-PH-10004071,PayAnywhere Card Reader,Edward Becker,United States,CA,Laguna Niguel,92677,25-11-2018,29-11-2018,Second Class,Corporate,Technology,Phones,39.960000000000001,5,3.4965,0.20000000000000001,West,Other,didn't realize that it couldn't work offline,
S Kelly,9081,CA-2018-166898,KH-16630,TEC-PH-10002564,OtterBox Defender Series Case - Samsung Galaxy S4,Ken Heidel,United States,CA,Santa Ana,92704,11-09-2018,13-09-2018,Second Class,Corporate,Technology,Phones,143.952,6,17.994,0.20000000000000001,West,OtterBox,customer ordered one on amazon instead,
S Kelly,9081,CA-2018-166898,KH-16630,TEC-PH-10002564,OtterBox Defender Series Case - Samsung Galaxy S4,Ken Heidel,United States,CA,Santa Ana,92704,11-09-2018,13-09-2018,Second Class,Corporate,Technology,Phones,143.952,6,17.994,0.20000000000000001,West,OtterBox,customer ordered one on amazon instead,
L. Jenkins,4510,CA-2018-167003,VS-21820,FUR-TA-10001520,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Vivek Sundaresam,United States,CA,Los Angeles,90036,23-05-2018,29-05-2018,Standard Class,Consumer,Furniture,Tables,171.28800000000001,3,-6.423300000,0.20000000000000001,West,Lesro,table didn't fit in space as desired,
R Chen,2947,CA-2018-169859,MP-18175,FUR-FU-10004963,"Eldon 400 Class Desk Accessories, Black Carbon",Mike Pelletier,United States,CA,San Diego,92024,14-12-2018,18-12-2018,Standard Class,Home Office,Furniture,Furnishings,26.25,3,11.025,0,West,Eldon,Customer found cheaper distributor,
R Chen,2947,CA-2018-169859,MP-18175,FUR-FU-10004963,"Eldon 400 Class Desk Accessories, Black Carbon",Mike Pelletier,United States,CA,San Diego,92024,14-12-2018,18-12-2018,Standard Class,Home Office,Furniture,Furnishings,26.25,3,11.025,0,West,Eldon,Customer found cheaper distributor,
R Chen,2947,CA-2018-169859,MP-18175,FUR-FU-10004963,"Eldon 400 Class Desk Accessories, Black Carbon",Mike Pelletier,United States,CA,San Diego,92024,14-12-2018,18-12-2018,Standard Class,Home Office,Furniture,Furnishings,26.25,3,11.025,0,West,Eldon,Customer found cheaper distributor,
E   Williams,9825,US-2015-164406,BD-11605,OFF-BI-10002309,Avery Heavy-Duty EZD  Binder With Locking Rings,Brian Dahlen,United States,CA,San Francisco,94122,15-08-2015,19-08-2015,Standard Class,Consumer,Office Supplies,Binders,17.856000000000002,4,6.2496,0.20000000000000001,West,Avery,One ring won't close,
E   Williams,9825,US-2015-164406,BD-11605,OFF-BI-10002309,Avery Heavy-Duty EZD  Binder With Locking Rings,Brian Dahlen,United States,CA,San Francisco,94122,15-08-2015,19-08-2015,Standard Class,Consumer,Office Supplies,Binders,17.856000000000002,4,6.2496,0.20000000000000001,West,Avery,One ring won't close,
E   Williams,9825,US-2015-164406,BD-11605,OFF-BI-10002309,Avery Heavy-Duty EZD  Binder With Locking Rings,Brian Dahlen,United States,CA,San Francisco,94122,15-08-2015,19-08-2015,Standard Class,Consumer,Office Supplies,Binders,17.856000000000002,4,6.2496,0.20000000000000001,West,Avery,One ring won't close,
E   Williams,9825,US-2015-164406,BD-11605,OFF-BI-10002309,Avery Heavy-Duty EZD  Binder With Locking Rings,Brian Dahlen,United States,CA,San Francisco,94122,15-08-2015,19-08-2015,Standard Class,Consumer,Office Supplies,Binders,17.856000000000002,4,6.2496,0.20000000000000001,West,Avery,One ring won't close,
E   Williams,9825,US-2015-164406,BD-11605,OFF-BI-10002309,Avery Heavy-Duty EZD  Binder With Locking Rings,Brian Dahlen,United States,CA,San Francisco,94122,15-08-2015,19-08-2015,Standard Class,Consumer,Office Supplies,Binders,17.856000000000002,4,6.2496,0.20000000000000001,West,Avery,One ring won't close,
L Smith,7461,US-2016-136987,AR-10540,TEC-CO-10001943,Canon PC-428 Personal Copier,Andy Reiter,United States,CA,Los Angeles,90004,11-04-2016,14-04-2016,Second Class,Consumer,Technology,Copiers,639.96799999999996,4,215.9892,0.20000000000000001,West,Canon,item was dropped out of delivery truck,
L Smith,7461,US-2016-136987,AR-10540,TEC-CO-10001943,Canon PC-428 Personal Copier,Andy Reiter,United States,CA,Los Angeles,90004,11-04-2016,14-04-2016,Second Class,Consumer,Technology,Copiers,639.96799999999996,4,215.9892,0.20000000000000001,West,Canon,item was dropped out of delivery truck,
R Chen,1482,US-2017-108455,MK-18160,OFF-ST-10002214,X-Rack File for Hanging Folders,Mike Kennedy,United States,CA,San Francisco,94122,02-12-2017,08-12-2017,Standard Class,Consumer,Office Supplies,Storage,33.869999999999997,3,8.8062,0,West,Other,Customer meant to order legel size,
R Chen,1482,US-2017-108455,MK-18160,OFF-ST-10002214,X-Rack File for Hanging Folders,Mike Kennedy,United States,CA,San Francisco,94122,02-12-2017,08-12-2017,Standard Class,Consumer,Office Supplies,Storage,33.869999999999997,3,8.8062,0,West,Other,Customer meant to order legel size,
R Chen,1482,US-2017-108455,MK-18160,OFF-ST-10002214,X-Rack File for Hanging Folders,Mike Kennedy,United States,CA,San Francisco,94122,02-12-2017,08-12-2017,Standard Class,Consumer,Office Supplies,Storage,33.869999999999997,3,8.8062,0,West,Other,Customer meant to order legel size,
E Williams,5760,US-2017-111528,JP-16135,OFF-ST-10001526,Iceberg Mobile Mega Data/Printer Cart,Julie Prescott,United States,CA,Los Angeles,90032,30-12-2017,30-12-2017,Same Day,Home Office,Office Supplies,Storage,481.31999999999999,4,125.1432,0,West,Iceberg,Printer did not fit on this cart,
E Williams,5760,US-2017-111528,JP-16135,OFF-ST-10001526,Iceberg Mobile Mega Data/Printer Cart,Julie Prescott,United States,CA,Los Angeles,90032,30-12-2017,30-12-2017,Same Day,Home Office,Office Supplies,Storage,481.31999999999999,4,125.1432,0,West,Iceberg,Printer did not fit on this cart,
L Smith,3335,US-2018-109253,PR-18880,OFF-AR-10000203,Newell 336,Patrick Ryan,United States,CA,Oakland,94601,21-08-2018,22-08-2018,First Class,Consumer,Office Supplies,Art,17.120000000000001,4,4.9648,0,West,Newell,Customer went to art store instead,
F Azad,3340,US-2018-109253,PR-18880,OFF-AP-10002867,Fellowes Command Center 5-outlet power strip,Patrick Ryan,United States,CA,Oakland,94601,21-08-2018,22-08-2018,First Class,Consumer,Office Supplies,Appliances,203.52000000000001,3,54.9504,0,West,Fellowes,Customer did not receive item with order.,
L Smith,3335,US-2018-109253,PR-18880,OFF-AR-10000203,Newell 336,Patrick Ryan,United States,CA,Oakland,94601,21-08-2018,22-08-2018,First Class,Consumer,Office Supplies,Art,17.120000000000001,4,4.9648,0,West,Newell,Customer went to art store instead,
F Azad,3340,US-2018-109253,PR-18880,OFF-AP-10002867,Fellowes Command Center 5-outlet power strip,Patrick Ryan,United States,CA,Oakland,94601,21-08-2018,22-08-2018,First Class,Consumer,Office Supplies,Appliances,203.52000000000001,3,54.9504,0,West,Fellowes,Customer did not receive item with order.,
L Smith,3335,US-2018-109253,PR-18880,OFF-AR-10000203,Newell 336,Patrick Ryan,United States,CA,Oakland,94601,21-08-2018,22-08-2018,First Class,Consumer,Office Supplies,Art,17.120000000000001,4,4.9648,0,West,Newell,Customer went to art store instead,
F Azad,3340,US-2018-109253,PR-18880,OFF-AP-10002867,Fellowes Command Center 5-outlet power strip,Patrick Ryan,United States,CA,Oakland,94601,21-08-2018,22-08-2018,First Class,Consumer,Office Supplies,Appliances,203.52000000000001,3,54.9504,0,West,Fellowes,Customer did not receive item with order.,
L Smith,3335,US-2018-109253,PR-18880,OFF-AR-10000203,Newell 336,Patrick Ryan,United States,CA,Oakland,94601,21-08-2018,22-08-2018,First Class,Consumer,Office Supplies,Art,17.120000000000001,4,4.9648,0,West,Newell,Customer went to art store instead,
F Azad,3340,US-2018-109253,PR-18880,OFF-AP-10002867,Fellowes Command Center 5-outlet power strip,Patrick Ryan,United States,CA,Oakland,94601,21-08-2018,22-08-2018,First Class,Consumer,Office Supplies,Appliances,203.52000000000001,3,54.9504,0,West,Fellowes,Customer did not receive item with order.,
L Smith,3335,US-2018-109253,PR-18880,OFF-AR-10000203,Newell 336,Patrick Ryan,United States,CA,Oakland,94601,21-08-2018,22-08-2018,First Class,Consumer,Office Supplies,Art,17.120000000000001,4,4.9648,0,West,Newell,Customer went to art store instead,
F Azad,3340,US-2018-109253,PR-18880,OFF-AP-10002867,Fellowes Command Center 5-outlet power strip,Patrick Ryan,United States,CA,Oakland,94601,21-08-2018,22-08-2018,First Class,Consumer,Office Supplies,Appliances,203.52000000000001,3,54.9504,0,West,Fellowes,Customer did not receive item with order.,
L Smith,3335,US-2018-109253,PR-18880,OFF-AR-10000203,Newell 336,Patrick Ryan,United States,CA,Oakland,94601,21-08-2018,22-08-2018,First Class,Consumer,Office Supplies,Art,17.120000000000001,4,4.9648,0,West,Newell,Customer went to art store instead,
F Azad,3340,US-2018-109253,PR-18880,OFF-AP-10002867,Fellowes Command Center 5-outlet power strip,Patrick Ryan,United States,CA,Oakland,94601,21-08-2018,22-08-2018,First Class,Consumer,Office Supplies,Appliances,203.52000000000001,3,54.9504,0,West,Fellowes,Customer did not receive item with order.,
L Smith,3335,US-2018-109253,PR-18880,OFF-AR-10000203,Newell 336,Patrick Ryan,United States,CA,Oakland,94601,21-08-2018,22-08-2018,First Class,Consumer,Office Supplies,Art,17.120000000000001,4,4.9648,0,West,Newell,Customer went to art store instead,
F Azad,3340,US-2018-109253,PR-18880,OFF-AP-10002867,Fellowes Command Center 5-outlet power strip,Patrick Ryan,United States,CA,Oakland,94601,21-08-2018,22-08-2018,First Class,Consumer,Office Supplies,Appliances,203.52000000000001,3,54.9504,0,West,Fellowes,Customer did not receive item with order.,
M Gomez,5743,US-2018-147886,DH-13075,OFF-PA-10003651,Xerox 1968,Dave Hallsten,United States,CA,Fairfield,94533,28-03-2018,31-03-2018,First Class,Corporate,Office Supplies,Paper,26.719999999999999,4,12.8256,0,West,Xerox,Customer meant to order heavier weight,
M Gomez,5743,US-2018-147886,DH-13075,OFF-PA-10003651,Xerox 1968,Dave Hallsten,United States,CA,Fairfield,94533,28-03-2018,31-03-2018,First Class,Corporate,Office Supplies,Paper,26.719999999999999,4,12.8256,0,West,Xerox,Customer meant to order heavier weight,
M Gomez,5743,US-2018-147886,DH-13075,OFF-PA-10003651,Xerox 1968,Dave Hallsten,United States,CA,Fairfield,94533,28-03-2018,31-03-2018,First Class,Corporate,Office Supplies,Paper,26.719999999999999,4,12.8256,0,West,Xerox,Customer meant to order heavier weight,
M Gomez,5743,US-2018-147886,DH-13075,OFF-PA-10003651,Xerox 1968,Dave Hallsten,United States,CA,Fairfield,94533,28-03-2018,31-03-2018,First Class,Corporate,Office Supplies,Paper,26.719999999999999,4,12.8256,0,West,Xerox,Customer meant to order heavier weight,
M Gomez,5743,US-2018-147886,DH-13075,OFF-PA-10003651,Xerox 1968,Dave Hallsten,United States,CA,Fairfield,94533,28-03-2018,31-03-2018,First Class,Corporate,Office Supplies,Paper,26.719999999999999,4,12.8256,0,West,Xerox,Customer meant to order heavier weight,
M Gomez,5743,US-2018-147886,DH-13075,OFF-PA-10003651,Xerox 1968,Dave Hallsten,United States,CA,Fairfield,94533,28-03-2018,31-03-2018,First Class,Corporate,Office Supplies,Paper,26.719999999999999,4,12.8256,0,West,Xerox,Customer meant to order heavier weight,
M Gomez,5743,US-2018-147886,DH-13075,OFF-PA-10003651,Xerox 1968,Dave Hallsten,United States,CA,Fairfield,94533,28-03-2018,31-03-2018,First Class,Corporate,Office Supplies,Paper,26.719999999999999,4,12.8256,0,West,Xerox,Customer meant to order heavier weight,
L Jenkins,4105,US-2018-155999,JK-15370,TEC-PH-10000439,GE DSL Phone Line Filter,Jay Kimmel,United States,CA,San Diego,92105,07-08-2018,13-08-2018,Standard Class,Consumer,Technology,Phones,159.96000000000001,5,17.9955,0.20000000000000001,West,GE,Customer found better deal at online distributor,
L Jenkins,4106,US-2018-155999,JK-15370,OFF-BI-10000404,Avery Printable Repositionable Plastic Tabs,Jay Kimmel,United States,CA,San Diego,92105,07-08-2018,13-08-2018,Standard Class,Consumer,Office Supplies,Binders,13.76,2,4.644,0.20000000000000001,West,Avery,Customer found a better deal at online distributr,
L Jenkins,4105,US-2018-155999,JK-15370,TEC-PH-10000439,GE DSL Phone Line Filter,Jay Kimmel,United States,CA,San Diego,92105,07-08-2018,13-08-2018,Standard Class,Consumer,Technology,Phones,159.96000000000001,5,17.9955,0.20000000000000001,West,GE,Customer found better deal at online distributor,
L Jenkins,4106,US-2018-155999,JK-15370,OFF-BI-10000404,Avery Printable Repositionable Plastic Tabs,Jay Kimmel,United States,CA,San Diego,92105,07-08-2018,13-08-2018,Standard Class,Consumer,Office Supplies,Binders,13.76,2,4.644,0.20000000000000001,West,Avery,Customer found a better deal at online distributr,
L Jenkins,203,CA-2015-133690,BS-11755,OFF-AP-10003622,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Bruce Stewart,United States,CO,Denver,80219,03-08-2015,05-08-2015,First Class,Consumer,Office Supplies,Appliances,2.6000000000000001,1,0.2925,0.20000000000000001,West,Other,belts didn't fit customers existing machine,
L Jenkins,203,CA-2015-133690,BS-11755,OFF-AP-10003622,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Bruce Stewart,United States,CO,Denver,80219,03-08-2015,05-08-2015,First Class,Consumer,Office Supplies,Appliances,2.6000000000000001,1,0.2925,0.20000000000000001,West,Other,belts didn't fit customers existing machine,
S Kelly,3859,CA-2015-140816,TC-21295,TEC-AC-10001539,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,Toby Carlisle,United States,CO,Thornton,80229,20-12-2015,20-12-2015,Same Day,Consumer,Technology,Accessories,447.94400000000002,7,89.5888,0.20000000000000001,West,Logitech,customer bought cheaper headset elsewhere,
R Duchesne,7718,CA-2016-149636,SP-20620,OFF-BI-10002764,Recycled Pressboard Report Cover with Reinforced Top Hinge,Stefania Perrino,United States,CO,Colorado Springs,80906,06-01-2016,12-01-2016,Standard Class,Corporate,Office Supplies,Binders,1.9379999999999999,2,-1.3566,0.69999999999999996,West,Other,item was torn,
R Duchesne,7718,CA-2016-149636,SP-20620,OFF-BI-10002764,Recycled Pressboard Report Cover with Reinforced Top Hinge,Stefania Perrino,United States,CO,Colorado Springs,80906,06-01-2016,12-01-2016,Standard Class,Corporate,Office Supplies,Binders,1.9379999999999999,2,-1.3566,0.69999999999999996,West,Other,item was torn,
C.. Arnold,7644,US-2017-157490,LB-16795,OFF-BI-10002571,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",Laurel Beltran,United States,CO,Pueblo,81001,06-10-2017,07-10-2017,First Class,Home Office,Office Supplies,Binders,11.975999999999999,4,-9.1816,0.69999999999999996,West,Avery,One ring was misaligned,
C.. Arnold,7644,US-2017-157490,LB-16795,OFF-BI-10002571,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",Laurel Beltran,United States,CO,Pueblo,81001,06-10-2017,07-10-2017,First Class,Home Office,Office Supplies,Binders,11.975999999999999,4,-9.1816,0.69999999999999996,West,Avery,One ring was misaligned,
C.. Arnold,7644,US-2017-157490,LB-16795,OFF-BI-10002571,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",Laurel Beltran,United States,CO,Pueblo,81001,06-10-2017,07-10-2017,First Class,Home Office,Office Supplies,Binders,11.975999999999999,4,-9.1816,0.69999999999999996,West,Avery,One ring was misaligned,
C.. Arnold,7644,US-2017-157490,LB-16795,OFF-BI-10002571,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",Laurel Beltran,United States,CO,Pueblo,81001,06-10-2017,07-10-2017,First Class,Home Office,Office Supplies,Binders,11.975999999999999,4,-9.1816,0.69999999999999996,West,Avery,One ring was misaligned,
L Jenkins,2038,CA-2016-119214,CW-11905,OFF-LA-10003077,Avery 500,Carl Weiss,United States,MT,Bozeman,59715,23-01-2016,27-01-2016,Standard Class,Home Office,Office Supplies,Labels,14.619999999999999,2,6.8714,0,West,Avery,Customer didn't realize item was in cart,
L Jenkins,2038,CA-2016-119214,CW-11905,OFF-LA-10003077,Avery 500,Carl Weiss,United States,MT,Bozeman,59715,23-01-2016,27-01-2016,Standard Class,Home Office,Office Supplies,Labels,14.619999999999999,2,6.8714,0,West,Avery,Customer didn't realize item was in cart,
F. Azad,4320,CA-2015-152345,ST-20530,TEC-PH-10004897,Mediabridge Sport Armband iPhone 5s,Shui Tom,United States,NM,Albuquerque,87105,29-12-2015,03-01-2016,Second Class,Consumer,Technology,Phones,23.975999999999999,3,-5.6943,0.20000000000000001,West,Other,customer didn't want this anymore,
F. Azad,4320,CA-2015-152345,ST-20530,TEC-PH-10004897,Mediabridge Sport Armband iPhone 5s,Shui Tom,United States,NM,Albuquerque,87105,29-12-2015,03-01-2016,Second Class,Consumer,Technology,Phones,23.975999999999999,3,-5.6943,0.20000000000000001,West,Other,customer didn't want this anymore,
L Jenkins,5661,CA-2017-145261,AH-10120,TEC-PH-10004833,Macally Suction Cup Mount,Adrian Hane,United States,OR,Salem,97301,18-12-2017,21-12-2017,First Class,Home Office,Technology,Phones,28.68,3,-7.17,0.20000000000000001,West,Other,Csustomer ordered too many,
L Jenkins,5661,CA-2017-145261,AH-10120,TEC-PH-10004833,Macally Suction Cup Mount,Adrian Hane,United States,OR,Salem,97301,18-12-2017,21-12-2017,First Class,Home Office,Technology,Phones,28.68,3,-7.17,0.20000000000000001,West,Other,Csustomer ordered too many,
L Jenkins,5661,CA-2017-145261,AH-10120,TEC-PH-10004833,Macally Suction Cup Mount,Adrian Hane,United States,OR,Salem,97301,18-12-2017,21-12-2017,First Class,Home Office,Technology,Phones,28.68,3,-7.17,0.20000000000000001,West,Other,Csustomer ordered too many,
L Jenkins,5661,CA-2017-145261,AH-10120,TEC-PH-10004833,Macally Suction Cup Mount,Adrian Hane,United States,OR,Salem,97301,18-12-2017,21-12-2017,First Class,Home Office,Technology,Phones,28.68,3,-7.17,0.20000000000000001,West,Other,Csustomer ordered too many,
L Jenkins,5661,CA-2017-145261,AH-10120,TEC-PH-10004833,Macally Suction Cup Mount,Adrian Hane,United States,OR,Salem,97301,18-12-2017,21-12-2017,First Class,Home Office,Technology,Phones,28.68,3,-7.17,0.20000000000000001,West,Other,Csustomer ordered too many,
L Jenkins,5661,CA-2017-145261,AH-10120,TEC-PH-10004833,Macally Suction Cup Mount,Adrian Hane,United States,OR,Salem,97301,18-12-2017,21-12-2017,First Class,Home Office,Technology,Phones,28.68,3,-7.17,0.20000000000000001,West,Other,Csustomer ordered too many,
L Jenkins,5661,CA-2017-145261,AH-10120,TEC-PH-10004833,Macally Suction Cup Mount,Adrian Hane,United States,OR,Salem,97301,18-12-2017,21-12-2017,First Class,Home Office,Technology,Phones,28.68,3,-7.17,0.20000000000000001,West,Other,Csustomer ordered too many,
K Lawrence,2100,CA-2018-124401,RD-19900,TEC-AC-10002926,Logitech Wireless Marathon Mouse M705,Ruben Dartt,United States,OR,Portland,97206,07-09-2018,12-09-2018,Standard Class,Consumer,Technology,Accessories,279.94400000000002,7,80.4839,0.20000000000000001,West,Logitech,Customer thought item was bluetooth,
K Lawrence,2100,CA-2018-124401,RD-19900,TEC-AC-10002926,Logitech Wireless Marathon Mouse M705,Ruben Dartt,United States,OR,Portland,97206,07-09-2018,12-09-2018,Standard Class,Consumer,Technology,Accessories,279.94400000000002,7,80.4839,0.20000000000000001,West,Logitech,Customer thought item was bluetooth,
E Wi lliams,3033,US-2017-114293,JH-16180,FUR-CH-10003833,Novimex Fabric Task Chair,Justin Hirsh,United States,OR,Gresham,97030,21-11-2017,26-11-2017,Standard Class,Consumer,Furniture,Chairs,195.136,4,-12.196,0.20000000000000001,West,Novimex,customer reports that seat was not attached in front,
F Azad,592,US-2017-156986,ZC-21910,OFF-PA-10004101,Xerox 1894,Zuschuss Carroll,United States,OR,Salem,97301,20-03-2017,24-03-2017,Standard Class,Consumer,Office Supplies,Paper,10.368,2,3.6288,0.20000000000000001,West,Xerox,Customer ordered too many boxes,
F Azad,592,US-2017-156986,ZC-21910,OFF-PA-10004101,Xerox 1894,Zuschuss Carroll,United States,OR,Salem,97301,20-03-2017,24-03-2017,Standard Class,Consumer,Office Supplies,Paper,10.368,2,3.6288,0.20000000000000001,West,Xerox,Customer ordered too many boxes,
F Azad,592,US-2017-156986,ZC-21910,OFF-PA-10004101,Xerox 1894,Zuschuss Carroll,United States,OR,Salem,97301,20-03-2017,24-03-2017,Standard Class,Consumer,Office Supplies,Paper,10.368,2,3.6288,0.20000000000000001,West,Xerox,Customer ordered too many boxes,
F Azad,592,US-2017-156986,ZC-21910,OFF-PA-10004101,Xerox 1894,Zuschuss Carroll,United States,OR,Salem,97301,20-03-2017,24-03-2017,Standard Class,Consumer,Office Supplies,Paper,10.368,2,3.6288,0.20000000000000001,West,Xerox,Customer ordered too many boxes,
f azad,1377,CA-2015-126361,VD-21670,OFF-PA-10000806,Xerox 1934,Valerie Dominguez,United States,UT,Pleasant Grove,84062,04-08-2015,09-08-2015,Second Class,Consumer,Office Supplies,Paper,447.83999999999997,8,219.4416,0,West,Xerox,Customer didn't realize item was in cart.,
